스마트가로등유형,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,위도,경도,스마트가로등형태,점등상태여부,센서종류,센싱정보서비스,CCTV유무,WiFi유무,GPS수신기유무,비콘유무,조명제어여부,위급상황신고가능여부,앱서비스명,앱서비스제공내용,기타서비스,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
1,충청남도,홍성군,홍장북로,,충청남도 홍성군 홍성읍 남장리 102-17,36.586312,126.671616,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,의사로,,충청남도 홍성군 홍성읍 대교리 545,36.598478,126.662042,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,의사로,,충청남도 홍성군 홍성읍 대교리 545,36.598241,126.661722,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,의사로,,충청남도 홍성군 홍성읍 대교리 545,36.597985,126.661458,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,의사로,,충청남도 홍성군 홍성읍 대교리 545,36.597722,126.661272,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.580135,126.637709,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.580439,126.637469,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.580751,126.637251,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.581083,126.637045,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.581414,126.636849,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.581763,126.636664,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.58214,126.63649,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.582516,126.636338,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.58292,126.636163,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.583332,126.635977,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.583727,126.635791,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.584121,126.635628,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.584498,126.635454,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.58491,126.635234,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.585304,126.635048,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.585583,126.634999,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.585873,126.635172,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586076,126.635582,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586153,126.635961,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586229,126.63634,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586297,126.636741,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586391,126.637108,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586494,126.637475,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586634,126.637874,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586746,126.638197,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.602004,126.663858,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.601633,126.66372,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.60129,126.66367,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.6011,126.66355,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.600973,126.663541,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.600503,126.663381,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.600114,126.663265,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585942,126.63326,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585808,126.632604,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585731,126.632214,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585674,126.631891,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585606,126.631534,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585548,126.631178,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585499,126.630821,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585441,126.630465,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585373,126.630063,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585314,126.62964,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585255,126.629216,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585196,126.628793,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.58555,126.633737,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585491,126.633257,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585402,126.633359,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585441,126.633605,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585521,126.633491,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.58562,126.634283,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585823,126.634693,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585672,126.634137,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585875,126.634558,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586152,126.635101,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586017,126.635148,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586074,126.635415,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586041,126.634857,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586211,126.635524,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586296,126.635903,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.58644,126.636615,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586571,126.63706,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586683,126.637415,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586823,126.637826,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586961,126.638126,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587406,126.668747,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587552,126.669695,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587705,126.670463,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587768,126.670529,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587635,126.66985,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.58751,126.669148,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587412,126.668446,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587341,126.667754,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587299,126.667218,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587264,126.666548,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587221,126.665879,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.588567,126.665341,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.588091,126.665528,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587497,126.665617,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587217,126.665555,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587012,126.665703,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.586634,126.665755,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.586139,126.665819,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.58596,126.6659,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.586472,126.665836,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
2,경기도,군포시,금정동,금정동,,37.3601794,126.9358915,1,N,주입센서,,N,N,N,N,Y,N,,,,,건설과,031-390-3643,2021-05-26,4020000,경기도 군포시
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587176,126.665857,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.58731,126.665743,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 옥암리 산186,36.592458,126.654803,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 옥암리 산186,36.592047,126.655067,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 옥암리 산186,36.592878,126.654438,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 옥암리 산186,36.593289,126.654096,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 옥암리 산186,36.593771,126.653752,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 옥암리 산186,36.585865,126.632882,1,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
