시도명,시군구명,읍/면/동,설치유무,등록인구수
서울특별시,성동구,금호동3가,0.0,11792
서울특별시,성동구,옥수동,0.0,26912
서울특별시,성북구,돈암동,0.0,40065
서울특별시,성북구,안암동,0.0,16580
서울특별시,성북구,보문동,0.0,16123
서울특별시,성북구,정릉동,0.0,85505
서울특별시,성북구,길음동,0.0,53735
서울특별시,성북구,월곡동,0.0,47504
서울특별시,성북구,장위동,0.0,51914
서울특별시,성북구,성북동,0.0,17404
서울특별시,성북구,삼선동,0.0,24144
서울특별시,성북구,동선동,0.0,16246
서울특별시,성북구,종암동,0.0,41353
서울특별시,성북구,석관동,0.0,36483
서울특별시,송파구,풍납동,0.0,40288
서울특별시,송파구,거여동,0.0,32407
서울특별시,송파구,마천동,0.0,39628
서울특별시,송파구,방이동,0.0,42973
서울특별시,송파구,오륜동,0.0,18495
서울특별시,송파구,오금동,0.0,39668
서울특별시,송파구,송파동,0.0,45990
서울특별시,송파구,석촌동,0.0,33166
서울특별시,송파구,삼전동,0.0,31839
서울특별시,송파구,가락동,0.0,88448
서울특별시,송파구,문정동,0.0,50415
서울특별시,송파구,잠실동,0.0,149873
서울특별시,송파구,장지동,0.0,30370
서울특별시,송파구,위례동,0.0,30366
서울특별시,양천구,목동,0.0,153553
서울특별시,양천구,신월동,0.0,125465
서울특별시,양천구,신정동,0.0,177372
서울특별시,영등포구,여의동,0.0,34463
서울특별시,영등포구,당산동,0.0,59208
서울특별시,영등포구,양평동,0.0,40305
서울특별시,영등포구,신길동,0.0,102288
서울특별시,영등포구,대림동,0.0,64500
서울특별시,영등포구,영등포동,0.0,52539
서울특별시,영등포구,도림동,0.0,20665
서울특별시,영등포구,문래동,0.0,33399
서울특별시,용산구,후암동,0.0,18202
서울특별시,용산구,용산동2가,0.0,11272
서울특별시,용산구,남영동,0.0,8116
서울특별시,용산구,원효로2가,0.0,14331
서울특별시,용산구,효창동,0.0,10326
서울특별시,용산구,용문동,0.0,12455
서울특별시,용산구,이촌동,0.0,37769
서울특별시,용산구,이태원동,0.0,19559
서울특별시,용산구,서빙고동,0.0,14000
서울특별시,용산구,보광동,0.0,15531
서울특별시,용산구,청파동1가,0.0,6832
서울특별시,용산구,청파동2가,0.0,6832
서울특별시,용산구,청파동3가,0.0,6832
서울특별시,용산구,원효로1가,0.0,16730
서울특별시,용산구,한강로1가,0.0,7365
서울특별시,용산구,한강로2가,0.0,7366
서울특별시,용산구,한강로3가,0.0,7366
서울특별시,용산구,한남동,0.0,23761
서울특별시,은평구,녹번동,0.0,37815
서울특별시,은평구,불광동,0.0,68762
서울특별시,은평구,갈현동,0.0,52635
서울특별시,은평구,구산동,0.0,32997
서울특별시,은평구,대조동,0.0,27579
서울특별시,은평구,응암동,0.0,84594
서울특별시,은평구,신사동,0.0,48721
서울특별시,은평구,증산동,0.0,15487
서울특별시,은평구,수색동,0.0,11258
서울특별시,은평구,진관동,0.0,57256
서울특별시,은평구,역촌동,0.0,46939
서울특별시,종로구,사직동,0.0,9806
서울특별시,종로구,삼청동,0.0,2909
서울특별시,종로구,부암동,0.0,10333
서울특별시,종로구,평창동,0.0,18582
서울특별시,종로구,무악동,0.0,8592
서울특별시,종로구,교남동,0.0,10634
서울특별시,종로구,가회동,0.0,4418
서울특별시,종로구,종로1가,0.0,2112
서울특별시,종로구,종로2가,0.0,2112
서울특별시,종로구,종로3가,0.0,2112
서울특별시,종로구,종로4가,0.0,2113
서울특별시,종로구,종로5가,0.0,2845
서울특별시,종로구,종로6가,0.0,2846
서울특별시,종로구,이화동,0.0,8111
서울특별시,종로구,창신동,0.0,22574
서울특별시,종로구,숭인동,0.0,16566
서울특별시,종로구,청운동,0.0,12633
서울특별시,종로구,혜화동,0.0,19734
서울특별시,중구,소공동,0.0,3011
서울특별시,중구,회현동1가,0.0,5757
서울특별시,중구,명동1가,0.0,1843
서울특별시,중구,명동2가,0.0,1842
서울특별시,중구,필동2가,0.0,2377
서울특별시,중구,필동3가,0.0,2377
서울특별시,중구,장충동1가,0.0,2734
서울특별시,중구,장충동2가,0.0,2734
서울특별시,중구,광희1가,0.0,3208
서울특별시,중구,광희2가,0.0,3208
서울특별시,중구,을지로1가,0.0,281
서울특별시,중구,을지로2가,0.0,281
서울특별시,중구,을지로3가,0.0,281
서울특별시,중구,을지로4가,0.0,281
서울특별시,중구,을지로5가,0.0,281
서울특별시,중구,을지로6가,0.0,281
서울특별시,중구,을지로7가,0.0,281
서울특별시,중구,황학동,0.0,13531
서울특별시,중구,중림동,0.0,12801
서울특별시,중구,신당동,0.0,20058
서울특별시,중구,다산동,0.0,14725
서울특별시,중구,약수동,0.0,17354
서울특별시,중구,청구동,0.0,14281
서울특별시,중구,동화동,0.0,10827
서울특별시,중랑구,상봉동,0.0,45126
서울특별시,중랑구,중화동,0.0,46473
서울특별시,중랑구,묵동,0.0,55260
서울특별시,중랑구,신내동,0.0,61133
서울특별시,중랑구,면목동,0.0,143278
서울특별시,중랑구,망우동,0.0,48292
전라남도,신안군,지도읍,1.0,4798
전라남도,신안군,압해읍,1.0,6533
전라남도,신안군,증도면,0.0,1948
전라남도,신안군,임자면,0.0,3290
전라남도,신안군,자은면,0.0,2331
전라남도,신안군,비금면,0.0,3638
전라남도,신안군,도초면,1.0,2908
전라남도,신안군,흑산면,0.0,4194
전라남도,신안군,하의면,0.0,1850
전라남도,신안군,신의면,0.0,1630
전라남도,신안군,장산면,0.0,1634
전라남도,신안군,안좌면,0.0,3163
전라남도,신안군,팔금면,0.0,1055
전라남도,신안군,암태면,1.0,2130
전라북도,고창군,고창읍,1.0,21643
전라북도,고창군,고수면,1.0,2308
전라북도,고창군,아산면,1.0,2717
전라북도,고창군,무장면,1.0,2879
전라북도,고창군,공음면,1.0,2564
전라북도,고창군,상하면,1.0,2467
전라북도,고창군,해리면,1.0,2881
전라북도,고창군,성송면,1.0,1853
전라북도,고창군,대산면,0.0,3412
전라북도,고창군,심원면,1.0,2577
전라북도,고창군,흥덕면,1.0,3155
전라북도,고창군,성내면,1.0,1994
전라북도,고창군,신림면,1.0,2290
전라북도,고창군,부안면,1.0,2684
전라북도,무주군,무주읍,1.0,9551
전라북도,무주군,무풍면,1.0,2280
전라북도,무주군,설천면,1.0,4085
전라북도,무주군,적상면,1.0,2632
전라북도,무주군,안성면,1.0,4285
전라북도,무주군,부남면,1.0,1419
전라북도,정읍시,신태인읍,0.0,5664
전라북도,정읍시,북면,0.0,4533
전라북도,정읍시,입암면,0.0,2883
전라북도,정읍시,소성면,0.0,2160
전라북도,정읍시,고부면,0.0,2888
전라북도,정읍시,영원면,0.0,1838
전라북도,정읍시,덕천면,0.0,1877
전라북도,정읍시,이평면,0.0,2139
전라북도,정읍시,정우면,0.0,2622
전라북도,정읍시,태인면,0.0,3577
전라북도,정읍시,감곡면,0.0,2874
전라북도,정읍시,옹동면,0.0,1736
전라북도,정읍시,칠보면,0.0,2380
전라북도,정읍시,산내면,0.0,1231
전라북도,정읍시,산외면,0.0,2152
전라북도,정읍시,수성동,0.0,18063
전라북도,정읍시,장명동,0.0,3057
전라북도,정읍시,내장상동,0.0,20778
전라북도,정읍시,시기동,0.0,3471
전라북도,정읍시,초산동,0.0,11030
전라북도,정읍시,연지동,0.0,6130
전라북도,정읍시,농소동,0.0,4189
전라북도,정읍시,상교동,0.0,3967
충청남도,아산시,염치읍,0.0,6980
충청남도,아산시,배방읍,0.0,74906
충청남도,아산시,송악면,1.0,4355
충청남도,아산시,탕정면,0.0,21879
충청남도,아산시,음봉면,1.0,20996
충청남도,아산시,둔포면,1.0,25135
충청남도,아산시,영인면,1.0,6397
충청남도,아산시,인주면,1.0,7478
충청남도,아산시,선장면,1.0,3664
충청남도,아산시,도고면,1.0,4630
충청남도,아산시,신창면,0.0,25247
충청남도,아산시,온양1동,0.0,10085
충청남도,아산시,온양2동,0.0,7869
충청남도,아산시,온양3동,0.0,37848
충청남도,아산시,온양4동,0.0,19078
충청남도,아산시,온양5동,0.0,26973
충청남도,아산시,온양6동,0.0,29554
충청북도,진천군,진천읍,1.0,31917
충청북도,진천군,덕산면,0.0,22439
충청북도,진천군,초평면,1.0,3508
충청북도,진천군,문백면,1.0,4147
충청북도,진천군,백곡면,1.0,2167
충청북도,진천군,이월면,0.0,8078
충청북도,진천군,광혜원면,1.0,12009
