,Unnamed: 0,시도명,시군구명,읍/면/동,설치유무,화재발생횟수,화재발생비율,어린이보호구역수,어린이보호구역비율
123,39.0,강원도,강릉시,유산동,0.0,2.0,0.0066889632107023,,
124,40.0,강원도,강릉시,유천동,0.0,3.0,0.0100334448160535,,
125,41.0,강원도,강릉시,임당동,0.0,7.0,0.0234113712374581,,
126,42.0,강원도,강릉시,입암동,0.0,6.0,0.020066889632107,,
127,43.0,강원도,강릉시,저동,0.0,2.0,0.0066889632107023,,
128,44.0,강원도,강릉시,죽헌동,0.0,1.0,0.0033444816053511,,
129,45.0,강원도,강릉시,지변동,0.0,5.0,0.0167224080267558,,
130,46.0,강원도,강릉시,청량동,0.0,1.0,0.0033444816053511,,
131,47.0,강원도,강릉시,포남동,0.0,20.0,0.0668896321070234,,
132,48.0,강원도,강릉시,학동,0.0,1.0,0.0033444816053511,,
133,49.0,강원도,인제군,인제읍,1.0,19.0,0.2435897435897435,,
134,50.0,강원도,인제군,남면,1.0,8.0,0.1025641025641025,,
135,51.0,강원도,인제군,북면,1.0,15.0,0.1923076923076923,,
136,52.0,강원도,인제군,기린면,1.0,14.0,0.1794871794871795,,
137,53.0,강원도,인제군,서화면,1.0,11.0,0.141025641025641,,
138,54.0,강원도,인제군,상남면,1.0,11.0,0.141025641025641,,
139,55.0,강원도,춘천시,신북읍,1.0,33.0,0.1141868512110726,,
140,56.0,강원도,춘천시,동면,1.0,17.0,0.0588235294117647,,
141,57.0,강원도,춘천시,동산면,1.0,11.0,0.0380622837370242,,
142,58.0,강원도,춘천시,신동면,1.0,7.0,0.0242214532871972,,
143,59.0,강원도,춘천시,남면,0.0,7.0,0.0242214532871972,,
144,60.0,강원도,춘천시,서면,1.0,20.0,0.0692041522491349,,
145,61.0,강원도,춘천시,사북면,1.0,9.0,0.0311418685121107,,
146,62.0,강원도,춘천시,북산면,0.0,7.0,0.0242214532871972,,
147,63.0,강원도,춘천시,동내면,1.0,24.0,0.0830449826989619,,
148,64.0,강원도,춘천시,남산면,0.0,18.0,0.0622837370242214,,
149,65.0,강원도,춘천시,교동,1.0,3.0,0.0103806228373702,,
150,66.0,강원도,춘천시,조운동,0.0,0.0,0.0,,
151,67.0,강원도,춘천시,약사명동,0.0,0.0,0.0,,
152,68.0,강원도,춘천시,근화동,1.0,6.0,0.0207612456747404,,
153,69.0,강원도,춘천시,소양동,0.0,0.0,0.0,,
154,70.0,강원도,춘천시,후평1동,0.0,0.0,0.0,,
155,71.0,강원도,춘천시,후평2동,0.0,0.0,0.0,,
156,72.0,강원도,춘천시,후평3동,0.0,0.0,0.0,,
157,73.0,강원도,춘천시,효자1동,0.0,0.0,0.0,,
158,74.0,강원도,춘천시,효자2동,0.0,0.0,0.0,,
159,75.0,강원도,춘천시,효자3동,0.0,0.0,0.0,,
160,76.0,강원도,춘천시,석사동,1.0,16.0,0.0553633217993079,,
161,77.0,강원도,춘천시,퇴계동,1.0,19.0,0.0657439446366782,,
162,78.0,강원도,춘천시,강남동,0.0,0.0,0.0,,
163,79.0,강원도,춘천시,신사우동,0.0,0.0,0.0,,
164,80.0,강원도,춘천시,낙원동,0.0,1.0,0.0034602076124567,,
165,81.0,강원도,춘천시,사농동,1.0,3.0,0.0103806228373702,,
166,82.0,강원도,춘천시,삼천동,0.0,7.0,0.0242214532871972,,
167,83.0,강원도,춘천시,소양로1가,0.0,3.0,0.0103806228373702,,
168,84.0,강원도,춘천시,송암동,0.0,3.0,0.0103806228373702,,
169,85.0,강원도,춘천시,신동,1.0,6.0,0.0207612456747404,,
170,86.0,강원도,춘천시,약사동,1.0,5.0,0.0173010380622837,,
171,87.0,강원도,춘천시,옥천동,1.0,1.0,0.0034602076124567,,
172,88.0,강원도,춘천시,온의동,0.0,8.0,0.0276816608996539,,
173,89.0,강원도,춘천시,우두동,1.0,7.0,0.0242214532871972,,
174,90.0,강원도,춘천시,조양동,1.0,3.0,0.0103806228373702,,
175,91.0,강원도,춘천시,중도동,0.0,1.0,0.0034602076124567,,
176,92.0,강원도,춘천시,중앙로1가,0.0,1.0,0.0034602076124567,,
177,93.0,강원도,춘천시,중앙로3가,0.0,1.0,0.0034602076124567,,
178,94.0,강원도,춘천시,칠전동,0.0,3.0,0.0103806228373702,,
179,95.0,강원도,춘천시,효자동,1.0,15.0,0.0519031141868512,,
180,96.0,강원도,춘천시,후평동,1.0,24.0,0.0830449826989619,,
181,0.0,전라북도,고창군,고창읍,1.0,24.0,0.1714285714285714,,
182,1.0,전라북도,고창군,고수면,1.0,9.0,0.0642857142857142,,
183,2.0,전라북도,고창군,아산면,1.0,10.0,0.0714285714285714,,
184,3.0,전라북도,고창군,무장면,1.0,13.0,0.0928571428571428,,
185,4.0,전라북도,고창군,공음면,1.0,8.0,0.0571428571428571,,
186,5.0,전라북도,고창군,상하면,1.0,9.0,0.0642857142857142,,
187,6.0,전라북도,고창군,해리면,1.0,8.0,0.0571428571428571,,
188,7.0,전라북도,고창군,성송면,1.0,8.0,0.0571428571428571,,
189,8.0,전라북도,고창군,대산면,0.0,12.0,0.0857142857142857,,
190,9.0,전라북도,고창군,심원면,1.0,4.0,0.0285714285714285,,
191,10.0,전라북도,고창군,흥덕면,1.0,13.0,0.0928571428571428,,
192,11.0,전라북도,고창군,성내면,1.0,7.0,0.05,,
193,12.0,전라북도,고창군,신림면,1.0,4.0,0.0285714285714285,,
194,13.0,전라북도,고창군,부안면,1.0,11.0,0.0785714285714285,,
195,14.0,전라북도,무주군,무주읍,1.0,9.0,0.2368421052631578,,
196,15.0,전라북도,무주군,무풍면,1.0,2.0,0.0526315789473684,,
197,16.0,전라북도,무주군,설천면,1.0,7.0,0.1842105263157894,,
198,17.0,전라북도,무주군,적상면,1.0,9.0,0.2368421052631578,,
199,18.0,전라북도,무주군,안성면,1.0,8.0,0.2105263157894736,,
200,19.0,전라북도,무주군,부남면,1.0,3.0,0.0789473684210526,,
201,20.0,전라북도,정읍시,신태인읍,0.0,11.0,0.0696202531645569,,
202,21.0,전라북도,정읍시,북면,0.0,10.0,0.0632911392405063,,
203,22.0,전라북도,정읍시,입암면,0.0,9.0,0.0569620253164556,,
204,23.0,전라북도,정읍시,소성면,0.0,8.0,0.050632911392405,,
205,24.0,전라북도,정읍시,고부면,0.0,12.0,0.0759493670886076,,
206,25.0,전라북도,정읍시,영원면,0.0,6.0,0.0379746835443038,,
207,26.0,전라북도,정읍시,덕천면,0.0,5.0,0.0316455696202531,,
208,27.0,전라북도,정읍시,이평면,0.0,8.0,0.050632911392405,,
209,28.0,전라북도,정읍시,정우면,0.0,10.0,0.0632911392405063,,
210,29.0,전라북도,정읍시,태인면,0.0,4.0,0.0253164556962025,,
211,30.0,전라북도,정읍시,감곡면,0.0,12.0,0.0759493670886076,,
212,31.0,전라북도,정읍시,옹동면,0.0,3.0,0.0189873417721519,,
213,32.0,전라북도,정읍시,칠보면,0.0,4.0,0.0253164556962025,,
214,33.0,전라북도,정읍시,산내면,0.0,4.0,0.0253164556962025,,
215,34.0,전라북도,정읍시,산외면,0.0,3.0,0.0189873417721519,,
216,35.0,전라북도,정읍시,수성동,0.0,8.0,0.050632911392405,,
217,36.0,전라북도,정읍시,장명동,0.0,0.0,0.0,,
218,37.0,전라북도,정읍시,내장상동,0.0,0.0,0.0,,
219,38.0,전라북도,정읍시,시기동,0.0,6.0,0.0379746835443038,,
220,39.0,전라북도,정읍시,초산동,0.0,0.0,0.0,,
221,40.0,전라북도,정읍시,연지동,0.0,5.0,0.0316455696202531,,
222,41.0,전라북도,정읍시,농소동,0.0,3.0,0.0189873417721519,,
223,42.0,전라북도,정읍시,상교동,0.0,0.0,0.0,,
224,43.0,전라북도,정읍시,공평동,0.0,2.0,0.0126582278481012,,
225,44.0,전라북도,정읍시,과교동,0.0,1.0,0.0063291139240506,,
226,45.0,전라북도,정읍시,교암동,0.0,1.0,0.0063291139240506,,
227,46.0,전라북도,정읍시,금붕동,0.0,1.0,0.0063291139240506,,
228,47.0,전라북도,정읍시,망제동,0.0,2.0,0.0126582278481012,,
229,48.0,전라북도,정읍시,부전동,0.0,2.0,0.0126582278481012,,
230,49.0,전라북도,정읍시,상동,0.0,3.0,0.0189873417721519,,
231,50.0,전라북도,정읍시,상평동,0.0,1.0,0.0063291139240506,,
232,51.0,전라북도,정읍시,신월동,0.0,3.0,0.0189873417721519,,
233,52.0,전라북도,정읍시,신정동,0.0,3.0,0.0189873417721519,,
234,53.0,전라북도,정읍시,쌍암동,0.0,2.0,0.0126582278481012,,
235,54.0,전라북도,정읍시,용계동,0.0,1.0,0.0063291139240506,,
236,55.0,전라북도,정읍시,하모동,0.0,1.0,0.0063291139240506,,
237,56.0,전라북도,정읍시,하북동,0.0,3.0,0.0189873417721519,,
238,57.0,전라북도,정읍시,흑암동,0.0,1.0,0.0063291139240506,,
239,,전라남도,신안군,지도읍,1.0,12.0,0.1818181818181818,,
240,,전라남도,신안군,압해읍,1.0,16.0,0.2424242424242424,,
241,,전라남도,신안군,증도면,0.0,1.0,0.0151515151515151,,
242,,전라남도,신안군,임자면,0.0,6.0,0.0909090909090909,,
243,,전라남도,신안군,자은면,0.0,4.0,0.0606060606060606,,
244,,전라남도,신안군,비금면,0.0,1.0,0.0151515151515151,,
245,,전라남도,신안군,도초면,1.0,4.0,0.0606060606060606,,
246,,전라남도,신안군,흑산면,0.0,3.0,0.0454545454545454,,
247,,전라남도,신안군,하의면,0.0,6.0,0.0909090909090909,,
248,,전라남도,신안군,신의면,0.0,1.0,0.0151515151515151,,
249,,전라남도,신안군,장산면,0.0,2.0,0.0303030303030303,,
250,,전라남도,신안군,안좌면,0.0,7.0,0.106060606060606,,
251,,전라남도,신안군,팔금면,0.0,1.0,0.0151515151515151,,
252,,전라남도,신안군,암태면,1.0,2.0,0.0303030303030303,,
253,,광주광역시,광산구,송정1동,0.0,0.0,0.0,,
254,,광주광역시,광산구,송정2동,0.0,0.0,0.0,,
255,,광주광역시,광산구,도산동,1.0,8.0,0.0272108843537414,,
256,,광주광역시,광산구,신흥동,0.0,0.0,0.0,,
257,,광주광역시,광산구,어룡동,0.0,0.0,0.0,,
258,,광주광역시,광산구,우산동,1.0,16.0,0.0544217687074829,,
259,,광주광역시,광산구,월곡1동,0.0,0.0,0.0,,
260,,광주광역시,광산구,월곡2동,0.0,0.0,0.0,,
261,,광주광역시,광산구,비아동,1.0,6.0,0.0204081632653061,,
262,,광주광역시,광산구,첨단1동,0.0,0.0,0.0,,
263,,광주광역시,광산구,첨단2동,0.0,0.0,0.0,,
264,,광주광역시,광산구,신가동,1.0,21.0,0.0714285714285714,,
265,,광주광역시,광산구,운남동,1.0,11.0,0.0374149659863945,,
266,,광주광역시,광산구,수완동,0.0,18.0,0.0612244897959183,,
267,,광주광역시,광산구,하남동,0.0,10.0,0.0340136054421768,,
268,,광주광역시,광산구,임곡동,0.0,2.0,0.0068027210884353,,
269,,광주광역시,광산구,동곡동,0.0,0.0,0.0,,
270,,광주광역시,광산구,평동,0.0,0.0,0.0,,
271,,광주광역시,광산구,삼도동,0.0,1.0,0.0034013605442176,,
272,,광주광역시,광산구,본량동,0.0,0.0,0.0,,
273,,광주광역시,광산구,신창동,1.0,16.0,0.0544217687074829,,
274,,광주광역시,광산구,고룡동,0.0,3.0,0.010204081632653,,
275,,광주광역시,광산구,광산동,0.0,1.0,0.0034013605442176,,
276,,광주광역시,광산구,남산동,0.0,3.0,0.010204081632653,,
277,,광주광역시,광산구,대산동,0.0,1.0,0.0034013605442176,,
278,,광주광역시,광산구,도덕동,0.0,2.0,0.0068027210884353,,
279,,광주광역시,광산구,도천동,0.0,7.0,0.0238095238095238,,
280,,광주광역시,광산구,동산동,0.0,2.0,0.0068027210884353,,
281,,광주광역시,광산구,명화동,0.0,1.0,0.0034013605442176,,
282,,광주광역시,광산구,박호동,0.0,2.0,0.0068027210884353,,
283,,광주광역시,광산구,복룡동,1.0,4.0,0.0136054421768707,,
284,,광주광역시,광산구,본덕동,1.0,4.0,0.0136054421768707,,
285,,광주광역시,광산구,북산동,0.0,1.0,0.0034013605442176,,
286,,광주광역시,광산구,사호동,0.0,1.0,0.0034013605442176,,
287,,광주광역시,광산구,산막동,0.0,2.0,0.0068027210884353,,
288,,광주광역시,광산구,산수동,0.0,1.0,0.0034013605442176,,
289,,광주광역시,광산구,산월동,0.0,2.0,0.0068027210884353,,
290,,광주광역시,광산구,산정동,1.0,4.0,0.0136054421768707,,
291,,광주광역시,광산구,선암동,0.0,2.0,0.0068027210884353,,
292,,광주광역시,광산구,소촌동,1.0,7.0,0.0238095238095238,,
293,,광주광역시,광산구,송대동,0.0,1.0,0.0034013605442176,,
294,,광주광역시,광산구,송산동,0.0,3.0,0.010204081632653,,
295,,광주광역시,광산구,송정동,1.0,6.0,0.0204081632653061,,
296,,광주광역시,광산구,송촌동,0.0,3.0,0.010204081632653,,
297,,광주광역시,광산구,송치동,0.0,2.0,0.0068027210884353,,
298,,광주광역시,광산구,송학동,0.0,1.0,0.0034013605442176,,
299,,광주광역시,광산구,신동,0.0,2.0,0.0068027210884353,,
300,,광주광역시,광산구,신룡동,0.0,1.0,0.0034013605442176,,
301,,광주광역시,광산구,신촌동,1.0,8.0,0.0272108843537414,,
302,,광주광역시,광산구,쌍암동,0.0,5.0,0.0170068027210884,,
303,,광주광역시,광산구,안청동,0.0,7.0,0.0238095238095238,,
304,,광주광역시,광산구,연산동,1.0,4.0,0.0136054421768707,,
305,,광주광역시,광산구,오산동,0.0,2.0,0.0068027210884353,,
306,,광주광역시,광산구,오선동,0.0,3.0,0.010204081632653,,
307,,광주광역시,광산구,오운동,0.0,1.0,0.0034013605442176,,
308,,광주광역시,광산구,옥동,1.0,5.0,0.0170068027210884,,
309,,광주광역시,광산구,요기동,0.0,1.0,0.0034013605442176,,
310,,광주광역시,광산구,용곡동,0.0,1.0,0.0034013605442176,,
311,,광주광역시,광산구,용동,1.0,3.0,0.010204081632653,,
312,,광주광역시,광산구,용봉동,0.0,2.0,0.0068027210884353,,
313,,광주광역시,광산구,운수동,1.0,3.0,0.010204081632653,,
314,,광주광역시,광산구,월계동,1.0,15.0,0.0510204081632653,,
315,,광주광역시,광산구,월곡동,1.0,11.0,0.0374149659863945,,
316,,광주광역시,광산구,월전동,0.0,4.0,0.0136054421768707,,
317,,광주광역시,광산구,유계동,0.0,4.0,0.0136054421768707,,
318,,광주광역시,광산구,장덕동,0.0,13.0,0.0442176870748299,,
319,,광주광역시,광산구,장록동,0.0,3.0,0.010204081632653,,
320,,광주광역시,광산구,장수동,0.0,2.0,0.0068027210884353,,
321,,광주광역시,광산구,지정동,0.0,4.0,0.0136054421768707,,
322,,광주광역시,광산구,지죽동,0.0,1.0,0.0034013605442176,,
323,,광주광역시,광산구,지평동,0.0,3.0,0.010204081632653,,
324,,광주광역시,광산구,진곡동,0.0,7.0,0.0238095238095238,,
325,,광주광역시,광산구,하산동,0.0,3.0,0.010204081632653,,
326,,광주광역시,광산구,흑석동,0.0,1.0,0.0034013605442176,,
327,,충청북도,진천군,진천읍,1.0,31.0,0.25,12.0,0.33
328,,충청북도,진천군,덕산읍,1.0,0.0,0.0,5.0,0.14
329,,충청북도,진천군,초평면,1.0,17.0,0.13,4.0,0.11
330,,충청북도,진천군,문백면,1.0,16.0,0.13,4.0,0.11
331,,충청북도,진천군,백곡면,1.0,7.0,0.06,2.0,0.06
332,,충청북도,진천군,이월면,0.0,19.0,0.15,6.0,0.17
333,,충청북도,진천군,광혜원면,1.0,11.0,0.09,3.0,0.08
334,,충청북도,진천군,덕산면,0.0,25.0,0.2,0.0,0.0
335,,충청남도,아산시,염치읍,0.0,10.0,0.0346020761245674,,
336,,충청남도,아산시,배방읍,0.0,35.0,0.1211072664359861,,
337,,충청남도,아산시,송악면,1.0,9.0,0.0311418685121107,,
338,,충청남도,아산시,탕정면,0.0,18.0,0.0622837370242214,,
339,,충청남도,아산시,음봉면,1.0,35.0,0.1211072664359861,,
340,,충청남도,아산시,둔포면,1.0,28.0,0.0968858131487889,,
341,,충청남도,아산시,영인면,1.0,26.0,0.0899653979238754,,
342,,충청남도,아산시,인주면,1.0,15.0,0.0519031141868512,,
343,,충청남도,아산시,선장면,1.0,8.0,0.0276816608996539,,
344,,충청남도,아산시,도고면,1.0,12.0,0.0415224913494809,,
345,,충청남도,아산시,신창면,0.0,28.0,0.0968858131487889,,
346,,충청남도,아산시,온양동,0.0,0.0,0.0,,
347,,충청남도,아산시,권곡동,0.0,9.0,0.0311418685121107,,
348,,충청남도,아산시,득산동,0.0,8.0,0.0276816608996539,,
349,,충청남도,아산시,모종동,0.0,7.0,0.0242214532871972,,
350,,충청남도,아산시,방축동,0.0,2.0,0.0069204152249134,,
351,,충청남도,아산시,배미동,0.0,1.0,0.0034602076124567,,
352,,충청남도,아산시,법곡동,0.0,1.0,0.0034602076124567,,
353,,충청남도,아산시,실옥동,0.0,1.0,0.0034602076124567,,
354,,충청남도,아산시,온천동,0.0,18.0,0.0622837370242214,,
355,,충청남도,아산시,용화동,0.0,8.0,0.0276816608996539,,
356,,충청남도,아산시,장존동,0.0,2.0,0.0069204152249134,,
357,,충청남도,아산시,점양동,0.0,1.0,0.0034602076124567,,
358,,충청남도,아산시,좌부동,0.0,1.0,0.0034602076124567,,
359,,충청남도,아산시,초사동,0.0,3.0,0.0103806228373702,,
360,,충청남도,아산시,풍기동,0.0,3.0,0.0103806228373702,,
