스마트가로등유형,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,위도,경도,스마트가로등형태,점등상태여부,센서종류,센싱정보서비스,CCTV유무,WiFi유무,GPS수신기유무,비콘유무,조명제어여부,위급상황신고가능여부,앱서비스명,앱서비스제공내용,기타서비스,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.581083,126.637045,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.581414,126.636849,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.581763,126.636664,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.582140,126.636490,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.582516,126.636338,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.582920,126.636163,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.583332,126.635977,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 887,36.583727,126.635791,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.584121,126.635628,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.584498,126.635454,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.584910,126.635234,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.585304,126.635048,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.585583,126.634999,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.585873,126.635172,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586076,126.635582,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586153,126.635961,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586229,126.636340,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586297,126.636741,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586391,126.637108,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586494,126.637475,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586634,126.637874,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.586746,126.638197,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.602004,126.663858,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.601633,126.663720,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.601290,126.663670,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.601100,126.663550,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.600973,126.663541,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.600503,126.663381,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남부순환로,,충청남도 홍성군 홍성읍 옥암리 872-2,36.600114,126.663265,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585942,126.633260,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585808,126.632604,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585731,126.632214,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585674,126.631891,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585606,126.631534,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585548,126.631178,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585499,126.630821,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585441,126.630465,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585373,126.630063,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585314,126.629640,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585255,126.629216,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585196,126.628793,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585550,126.633737,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585491,126.633257,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585402,126.633359,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585441,126.633605,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585521,126.633491,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585620,126.634283,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585823,126.634693,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585672,126.634137,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.585875,126.634558,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586152,126.635101,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586017,126.635148,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586074,126.635415,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586041,126.634857,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586211,126.635524,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586296,126.635903,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586440,126.636615,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586571,126.637060,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586683,126.637415,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586823,126.637826,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,내포로,,충청남도 홍성군 홍성읍 옥암리 874-4,36.586961,126.638126,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587406,126.668747,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587552,126.669695,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587705,126.670463,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587768,126.670529,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587635,126.669850,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587510,126.669148,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587412,126.668446,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587341,126.667754,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587299,126.667218,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587264,126.666548,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587221,126.665879,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.588567,126.665341,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.588091,126.665528,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587497,126.665617,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587217,126.665555,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587012,126.665703,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.586634,126.665755,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.586139,126.665819,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.585960,126.665900,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.586472,126.665836,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
2,경기도,군포시,금정동,금정동,,37.36017940,126.93589150,01,N,주입센서,,N,N,N,N,Y,N,,,,,건설과,031-390-3643,2021-05-26,4020000,경기도 군포시
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587176,126.665857,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장중로,,충청남도 홍성군 홍성읍 남장리 626,36.587310,126.665743,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 옥암리 산186,36.592458,126.654803,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 옥암리 산186,36.592047,126.655067,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 옥암리 산186,36.592878,126.654438,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 옥암리 산186,36.593289,126.654096,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 옥암리 산186,36.593771,126.653752,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
1,충청남도,홍성군,남장로,,충청남도 홍성군 홍성읍 옥암리 산186,36.585865,126.632882,01,Y,없음,,N,N,N,N,Y,N,,,,,홍성군,041-630-1582,2020-07-07,4600000,충청남도 홍성군
